1211201851	西藏银币十两	0.jpg	1.jpg	XF	45	1950
1211210837	广东省造二角	64758.jpg	64759.jpg	AU	58	1890
1211210839	广东省造二角	64760.jpg	64761.jpg	AU	58	1890
1211210841	广东省造二角	64762.jpg	64763.jpg	AU	58	1890
1211210843	广东省造二角	64764.jpg	64765.jpg	AU	58	1890
1211210845	广东省造二角	64766.jpg	64767.jpg	AU	58	1890
1211210847	广东省造二角	64768.jpg	64769.jpg	AU	58	1890
1211210849	广东省造二角	64770.jpg	64771.jpg	AU	58	1890
1211210851	广东省造二角	64772.jpg	64773.jpg	AU	58	1890
1211210853	广东省造二角	64774.jpg	64775.jpg	AU	58	1890
1211210855	广东省造二角	64776.jpg	64777.jpg	AU	58	1890
1211210857	广东省造二角	64778.jpg	64779.jpg	AU	58	1890
1211210859	广东省造二角	64780.jpg	64781.jpg	AU	58	1890
1211210861	广东省造二角	64782.jpg	64783.jpg	AU	58	1890
1211210863	广东省造二角	64784.jpg	64785.jpg	AU	55	1890
1211210865	广东省造二角	64786.jpg	64787.jpg	AU	55	1890
1211210867	广东省造二角	64788.jpg	64789.jpg	AU	55	1890
1211210869	广东省造二角	64790.jpg	64791.jpg	AU	55	1890
1211210871	广东省造二角	64792.jpg	64793.jpg	AU	55	1890
1211210873	广东省造二角	64794.jpg	64795.jpg	AU	55	1890
1211210875	广东省造二角	64796.jpg	64797.jpg	AU	55	1890
1211210903	开国纪念壹圆	64799.jpg	64800.jpg	AU	58	1927
1211210905	开国纪念壹圆	64801.jpg	64802.jpg	AU	55	1927
1211210907	开国纪念壹圆	64803.jpg	64804.jpg	AU	55	1927
1211210909	开国纪念壹圆	64805.jpg	64806.jpg	AU	55	1927
1211210911	开国纪念壹圆	64807.jpg	64808.jpg	AU	55	1927
1211210969	袁世凯像中圆	64809.jpg	64810.jpg	AU	58	1914
1211210981	袁世凯像壹圆	64811.jpg	64812.jpg	AU	58	1914
1211210983	袁世凯像壹圆	64813.jpg	64814.jpg	AU	58	1920
1211210999	孙中山像壹圆	64815.jpg	64816.jpg	AU	58	1934
1211211245	开国纪念壹圆	64817.jpg	64818.jpg	AU	58	1927
1211211379	袁世凯像壹圆	64819.jpg	64820.jpg	AU	58	1914
1211211383	袁世凯像壹圆	64821.jpg	64822.jpg	MS	60	1914
1211211423	孙中山像壹圆	64823.jpg	64824.jpg	AU	55	1934
1211211425	孙中山像壹圆	64825.jpg	64826.jpg	AU	55	1934
1211211427	孙中山像壹圆	64827.jpg	64828.jpg	AU	55	1934
1211211429	孙中山像壹圆	64829.jpg	64830.jpg	AU	55	1934
1211211431	孙中山像壹圆	64831.jpg	64832.jpg	AU	55	1934
1211211433	孙中山像壹圆	64833.jpg	64834.jpg	AU	55	1934
1211211435	孙中山像壹圆	64835.jpg	64836.jpg	AU	55	1934
1211211437	孙中山像壹圆	64837.jpg	64838.jpg	AU	55	1934
1211211439	孙中山像壹圆	64839.jpg	64840.jpg	AU	55	1934
1211211441	孙中山像壹圆	64841.jpg	64842.jpg	AU	55	1934
1211211443	孙中山像壹圆	64843.jpg	64844.jpg	AU	55	1934
1211211445	孙中山像壹圆	64845.jpg	64846.jpg	AU	55	1934
1211211447	孙中山像壹圆	64847.jpg	64848.jpg	AU	55	1934
1211211449	孙中山像壹圆	64849.jpg	64850.jpg	AU	55	1934
1211211451	孙中山像壹圆	64851.jpg	64852.jpg	AU	55	1934
1211211453	孙中山像壹圆	64853.jpg	64854.jpg	AU	55	1934
1211211455	孙中山像壹圆	64855.jpg	64856.jpg	AU	55	1934
1211211457	孙中山像壹圆	64857.jpg	64858.jpg	AU	55	1934
1211211459	袁世凯像壹圆	64859.jpg	64860.jpg	AU	55	1914
1211211461	袁世凯像壹圆	64861.jpg	64862.jpg	AU	55	1914
1211211463	袁世凯像壹圆	64863.jpg	64864.jpg	AU	55	1914
1211211465	袁世凯像壹圆	64865.jpg	64866.jpg	AU	55	1914
1211211467	袁世凯像壹圆	64867.jpg	64868.jpg	AU	55	1921
1211211505	袁世凯像壹圆	64869.jpg	64870.jpg	AU	55	1914
1211211595	东三省造二角	64871.jpg	64872.jpg	AU	55	1912
1211211597	袁世凯像贰角	64873.jpg	64874.jpg	AU	55	1916
1211211763	云南省造半圆	64875.jpg	64876.jpg	AU	58	1911
1211310433	袁世凯像壹圆	64877.jpg	64878.jpg	AU	55	1921
1211310469	袁世凯像壹圆	64879.jpg	64880.jpg	AU	55	1914
1211310471	袁世凯像壹圆	64881.jpg	64882.jpg	AU	58	1914
1211310475	袁世凯像壹圆	64883.jpg	64884.jpg	AU	55	1914
1211310477	袁世凯像壹圆	64885.jpg	64886.jpg	AU	55	1914
1211310481	孙中山像壹圆	64887.jpg	64888.jpg	AU	55	1933
1211310505	孙中山像壹圆	64889.jpg	64890.jpg	AU	58	1934
1211310569	开国纪念壹圆	64891.jpg	64892.jpg	AU	55	1927
1211310601	袁世凯像壹圆	64893.jpg	64894.jpg	AU	55	1914
1211310621	袁世凯像壹圆	64895.jpg	64896.jpg	AU	58	1914
1211310637	袁世凯像壹圆	64897.jpg	64898.jpg	AU	58	1921
1211311065	广东省造贰毫	64899.jpg	64900.jpg	AU	58	1921
1211311067	广东省造贰毫	64901.jpg	64902.jpg	AU	58	1921
1211311069	广东省造贰毫	64903.jpg	64904.jpg	AU	58	1921
1211311071	广东省造贰毫	64905.jpg	64906.jpg	AU	58	1921
1211311073	广东省造贰毫	64907.jpg	64908.jpg	AU	58	1921
1211311075	广东省造贰毫	64909.jpg	64910.jpg	AU	58	1921
1211311077	广东省造贰毫	64911.jpg	64912.jpg	AU	58	1921
1211311079	广东省造贰毫	64913.jpg	64914.jpg	AU	58	1921
1211311081	广东省造贰毫	64915.jpg	64916.jpg	AU	58	1921
1211311083	广东省造贰毫	64917.jpg	64918.jpg	AU	58	1921
1211311085	广东省造贰毫	64919.jpg	64920.jpg	AU	58	1921
1211311087	广东省造贰毫	64921.jpg	64922.jpg	AU	58	1921
1211311089	广东省造贰毫	64923.jpg	64924.jpg	AU	58	1921
1211311091	广东省造贰毫	64925.jpg	64926.jpg	AU	58	1921
1211311093	广东省造贰毫	64927.jpg	64928.jpg	AU	58	1921
1211311095	广东省造贰毫	64929.jpg	64930.jpg	AU	58	1921
1211311097	广东省造贰毫	64931.jpg	64932.jpg	AU	58	1921
1211311099	广东省造贰毫	64933.jpg	64934.jpg	AU	58	1921
1211311101	广东省造贰毫	64935.jpg	64936.jpg	AU	58	1921
1211311103	广东省造贰毫	64937.jpg	64938.jpg	AU	58	1921
1211311105	广东省造贰毫	64939.jpg	64940.jpg	AU	58	1921
1211311107	广东省造贰毫	64941.jpg	64942.jpg	AU	58	1921
1211311109	广东省造贰毫	64943.jpg	64944.jpg	AU	58	1921
1211311111	广东省造贰毫	64945.jpg	64946.jpg	AU	58	1921
1211311113	广东省造贰毫	64947.jpg	64948.jpg	AU	58	1921
1211311115	广东省造贰毫	64949.jpg	64950.jpg	AU	58	1921
1211311117	广东省造贰毫	64951.jpg	64952.jpg	AU	58	1921
1211311119	广东省造贰毫	64953.jpg	64954.jpg	AU	58	1921
1211311121	广东省造贰毫	64955.jpg	64956.jpg	AU	58	1921
1211311123	广东省造贰毫	64957.jpg	64958.jpg	AU	58	1921
1211311125	广东省造贰毫	64959.jpg	64960.jpg	AU	58	1921
1211311127	广东省造贰毫	64961.jpg	64962.jpg	AU	58	1921
1211311129	广东省造贰毫	64963.jpg	64964.jpg	AU	58	1921
1211311131	广东省造贰毫	64965.jpg	64966.jpg	AU	58	1921
1211311133	广东省造贰毫	64967.jpg	64968.jpg	AU	58	1921
1211311135	广东省造贰毫	64969.jpg	64970.jpg	AU	58	1921
1211311137	广东省造贰毫	64971.jpg	64972.jpg	AU	58	1921
1211311139	广东省造贰毫	64973.jpg	64974.jpg	AU	58	1921
1211311141	广东省造贰毫	64975.jpg	64976.jpg	AU	58	1921
1211311143	广东省造贰毫	64977.jpg	64978.jpg	AU	58	1921
1211311145	广东省造贰毫	64979.jpg	64980.jpg	AU	58	1921
1211311147	广东省造贰毫	64981.jpg	64982.jpg	AU	58	1921
1211311149	广东省造贰毫	64983.jpg	64984.jpg	AU	58	1921
1211311151	广东省造贰毫	64985.jpg	64986.jpg	AU	58	1921
1211311169	西藏银币一两五钱	64987.jpg	64988.jpg	AU	58	1937
1211311177	西藏章嘎嘎布	64989.jpg	64990.jpg	AU	58	1912-30
1211311189	袁世凯像壹圆	64991.jpg	64992.jpg	AU	55	1914
1211311191	袁世凯像壹圆	64993.jpg	64994.jpg	AU	58	1914
1211311279	广东省造贰毫	64995.jpg	64996.jpg	AU	58	1920
1211311281	广东省造贰毫	64997.jpg	64998.jpg	AU	58	1920
1211311295	广东省造贰毫	64999.jpg	65000.jpg	AU	58	1920
1211311305	开国纪念壹圆	65001.jpg	65002.jpg	AU	55	1927
1211311329	东三省造二角	65003.jpg	65004.jpg	AU	58	1909
1211311331	广西省造贰毫	65005.jpg	65006.jpg	AU	58	1926
1211311333	袁世凯像贰角	65007.jpg	65008.jpg	AU	58	1916
1211311335	袁世凯像贰角	65009.jpg	65010.jpg	AU	58	1916
1211311337	袁世凯像贰角	65011.jpg	65012.jpg	AU	58	1916
1211311339	袁世凯像贰角	65013.jpg	65014.jpg	AU	58	1916
1211311341	袁世凯像贰角	65015.jpg	65016.jpg	AU	58	1916
1211311343	袁世凯像贰角	65017.jpg	65018.jpg	AU	58	1916
1211311345	袁世凯像贰角	65019.jpg	65020.jpg	AU	58	1916
1211311347	袁世凯像贰角	65021.jpg	65022.jpg	AU	58	1916
1211311349	袁世凯像贰角	65023.jpg	65024.jpg	AU	55	1916
1211311351	袁世凯像贰角	65025.jpg	65026.jpg	AU	55	1916
1211311353	袁世凯像贰角	65027.jpg	65028.jpg	AU	55	1916
1211311355	云南省造二角	65029.jpg	65030.jpg	AU	55	1911
1211311387	袁世凯像壹圆	65031.jpg	65032.jpg	AU	55	1920
1211311449	袁世凯像壹圆	65033.jpg	65034.jpg	AU	58	1914
1211311459	广东省造贰毫	65035.jpg	65036.jpg	AU	58	1919
1211311461	广东省造贰毫	65037.jpg	65038.jpg	AU	58	1919
1211311463	广东省造贰毫	65039.jpg	65040.jpg	AU	58	1919
1211311465	广东省造贰毫	65041.jpg	65042.jpg	AU	58	1919
1211311467	广东省造贰毫	65043.jpg	65044.jpg	AU	58	1919
1211311469	广东省造贰毫	65045.jpg	65046.jpg	AU	58	1919
1211311471	广东省造贰毫	65047.jpg	65048.jpg	AU	58	1919
1211311473	广东省造贰毫	65049.jpg	65050.jpg	AU	58	1919
1211311475	广东省造贰毫	65051.jpg	65052.jpg	AU	58	1919
1211311477	广东省造贰毫	65053.jpg	65054.jpg	AU	58	1919
1211311479	广东省造贰毫	65055.jpg	65056.jpg	AU	58	1919
1211311481	广东省造贰毫	65057.jpg	65058.jpg	AU	58	1919
1211311483	广东省造贰毫	65059.jpg	65060.jpg	AU	58	1919
1211311485	广东省造贰毫	65061.jpg	65062.jpg	AU	58	1919
1211311487	广东省造贰毫	65063.jpg	65064.jpg	AU	58	1919
1211311489	广东省造贰毫	65065.jpg	65066.jpg	AU	58	1919
1211311491	广东省造贰毫	65067.jpg	65068.jpg	AU	58	1919
1211311505	广东省造贰毫	65070.jpg	65071.jpg	AU	55	1922
1211311507	广东省造贰毫	65072.jpg	65073.jpg	AU	55	1922
1211311509	广东省造贰毫	65074.jpg	65075.jpg	AU	55	1922
1211311511	广东省造贰毫	65076.jpg	65077.jpg	AU	55	1922
1211311513	广东省造贰毫	65078.jpg	65079.jpg	AU	58	1922
1211311515	广东省造贰毫	65080.jpg	65081.jpg	AU	58	1922
1211311517	广东省造贰毫	65082.jpg	65083.jpg	AU	58	1922
1211311519	广东省造贰毫	65084.jpg	65085.jpg	AU	58	1922
1211311523	广东省造贰毫	65086.jpg	65087.jpg	AU	58	1922
1211311525	广东省造贰毫	65088.jpg	65089.jpg	AU	58	1922
1211311527	广东省造贰毫	65090.jpg	65091.jpg	AU	58	1922
1211311529	广东省造贰毫	65092.jpg	65093.jpg	AU	58	1922
1211311531	广东省造贰毫	65094.jpg	65095.jpg	AU	58	1922
1211311533	广东省造贰毫	65096.jpg	65097.jpg	AU	58	1922
1211311535	广东省造贰毫	65098.jpg	65099.jpg	AU	58	1922
1211311537	广东省造贰毫	65100.jpg	65101.jpg	AU	58	1922
1211311539	广东省造贰毫	65102.jpg	65103.jpg	AU	58	1922
1211311543	广东省造贰毫	65104.jpg	65105.jpg	AU	58	1922
1211311545	广东省造贰毫	65106.jpg	65107.jpg	AU	58	1922
1211311547	四川省造卢比	65108.jpg	65109.jpg	AU	55	1930
1211311619	孙中山像壹圆	65111.jpg	65112.jpg	AU	55	1934
1211311731	袁世凯像壹圆	65113.jpg	65114.jpg	AU	55	1914
1211311843	袁世凯像壹圆	65115.jpg	65116.jpg	AU	55	1914
1211311875	袁世凯像壹圆	65117.jpg	65118.jpg	AU	55	1919
1211311889	西藏章嘎嘎布	65119.jpg	65120.jpg	AU	55	1912-30
1211311939	广东省造贰毫	65121.jpg	65122.jpg	AU	58	1919
1211410011	孙中山像壹圆	65123.jpg	65124.jpg	AU	55	1934
1211410017	开国纪念壹圆	65125.jpg	65126.jpg	AU	55	1927
1211410233	广东省造贰毫	65127.jpg	65128.jpg	AU	58	1920
1211410341	袁世凯像壹圆	65129.jpg	65130.jpg	AU	58	1914
1211410343	袁世凯像壹圆	65131.jpg	65132.jpg	AU	58	1914
1211410531	云南省造半圆	65133.jpg	65134.jpg	AU	55	1932
1211410533	云南省造半圆	65135.jpg	65136.jpg	AU	58	1932
1211410673	孙中山像壹圆	65137.jpg	65138.jpg	AU	58	1934
1211410675	袁世凯像壹圆	65139.jpg	65140.jpg	AU	58	1920
1211410759	开国纪念壹圆	65141.jpg	65142.jpg	AU	55	1927
1211410791	开国纪念壹圆	65143.jpg	65144.jpg	AU	58	1927
1211410845	广东省造贰毫	65145.jpg	65146.jpg	AU	58	1922
1211410897	孙中山像贰毫	65147.jpg	65148.jpg	AU	58	1929
1211410899	孙中山像贰毫	65149.jpg	65150.jpg	AU	58	1929
1211410901	孙中山像贰毫	65151.jpg	65152.jpg	AU	58	1929
1211410903	孙中山像贰毫	65153.jpg	65154.jpg	AU	58	1929
1211410905	孙中山像贰毫	65155.jpg	65156.jpg	AU	58	1929
1211410907	孙中山像贰毫	65157.jpg	65158.jpg	AU	58	1929
1211410909	孙中山像贰毫	65159.jpg	65160.jpg	AU	58	1929
1211410911	孙中山像贰毫	65161.jpg	65162.jpg	AU	58	1929
1211410913	孙中山像贰毫	65163.jpg	65164.jpg	AU	58	1929
1211410915	孙中山像贰毫	65165.jpg	65166.jpg	AU	58	1929
1211410917	孙中山像贰毫	65167.jpg	65168.jpg	AU	58	1929
1211410919	孙中山像贰毫	65169.jpg	65170.jpg	AU	58	1929
1211410921	孙中山像贰毫	65171.jpg	65172.jpg	AU	58	1929
1211410923	孙中山像贰毫	65173.jpg	65174.jpg	AU	58	1929
1211410925	孙中山像贰毫	65175.jpg	65176.jpg	AU	58	1929
1211410927	孙中山像贰毫	65177.jpg	65178.jpg	AU	58	1929
1211410929	孙中山像贰毫	65179.jpg	65180.jpg	AU	58	1929
1211410931	孙中山像贰毫	65181.jpg	65182.jpg	AU	58	1929
1211410933	孙中山像贰毫	65183.jpg	65184.jpg	AU	55	1929
1211410935	孙中山像贰毫	65185.jpg	65186.jpg	AU	55	1929
1211410937	孙中山像贰毫	65187.jpg	65188.jpg	AU	55	1929
1211410939	孙中山像贰毫	65189.jpg	65190.jpg	AU	55	1929
1211410941	孙中山像贰毫	65191.jpg	65192.jpg	AU	55	1929
1211410943	孙中山像贰毫	65193.jpg	65194.jpg	AU	55	1929
1211410945	孙中山像贰毫	65195.jpg	65196.jpg	AU	55	1929
1211410947	孙中山像贰毫	65197.jpg	65198.jpg	AU	55	1929
1211410949	孙中山像贰毫	65199.jpg	65200.jpg	AU	55	1929
1211410951	孙中山像贰毫	65201.jpg	65202.jpg	AU	55	1929
1211410953	孙中山像贰毫	65203.jpg	65204.jpg	AU	55	1929
1211410955	孙中山像贰毫	65205.jpg	65206.jpg	AU	55	1929
1211410957	孙中山像贰毫	65207.jpg	65208.jpg	AU	55	1929
1211410959	孙中山像贰毫	65209.jpg	65210.jpg	AU	55	1929
1211410961	孙中山像贰毫	65211.jpg	65212.jpg	AU	55	1929
1211410995	袁世凯像壹圆	65213.jpg	65214.jpg	AU	55	1914
1211411025	袁世凯像壹圆	65215.jpg	65216.jpg	AU	55	1921
1211411037	开国纪念壹圆	65217.jpg	65218.jpg	AU	55	1927
1211411041	开国纪念壹圆	65219.jpg	65220.jpg	AU	58	1927
1211411045	袁世凯像壹圆	65221.jpg	65222.jpg	AU	58	1920
1211411049	袁世凯像壹圆	65223.jpg	65224.jpg	AU	58	1921
1211411053	袁世凯像壹圆	65225.jpg	65226.jpg	AU	58	1914
1211411093	云南省造贰角	65227.jpg	65228.jpg	AU	55	1932
1211411095	云南省造贰角	65229.jpg	65230.jpg	AU	55	1932
1211411097	云南省造贰角	65231.jpg	65232.jpg	AU	55	1932
1211411099	云南省造贰角	65233.jpg	65234.jpg	AU	55	1932
1211411107	云南省造贰角	65235.jpg	65236.jpg	AU	58	1932
1211411109	云南省造贰角	65237.jpg	65238.jpg	AU	58	1932
1211411111	云南省造贰角	65239.jpg	65240.jpg	AU	58	1932
1211411113	云南省造贰角	65241.jpg	65242.jpg	AU	58	1932
1211411115	云南省造贰角	65243.jpg	65244.jpg	AU	58	1932
1211411117	西藏银币一两五钱	65245.jpg	65246.jpg	AU	58	1937
1211411119	西藏银币一两五钱	65247.jpg	65248.jpg	AU	55	1938
1211411121	西藏银币三两	65249.jpg	65250.jpg	AU	58	1937
1211411391	云南省造半圆	65251.jpg	65252.jpg	AU	55	1911
1211411393	云南省造贰角	65253.jpg	65254.jpg	AU	55	1932
1211411585	袁世凯像壹圆	65255.jpg	65256.jpg	AU	55	1914
1211411653	袁世凯像壹圆	65257.jpg	65258.jpg	AU	55	1920
1211411701	开国纪念壹圆	65259.jpg	65260.jpg	AU	58	1927
1211411735	广东省造贰毫	65261.jpg	65262.jpg	AU	58	1923
1211411743	孙中山像伍角	65263.jpg	65264.jpg	AU	55	1949
1211411811	孙中山像壹圆	65265.jpg	65266.jpg	AU	58	1934
1211411911	开国纪念壹圆	65267.jpg	65268.jpg	AU	55	1927
1211510003	袁世凯像壹圆	65269.jpg	65270.jpg	AU	55	1914
1211510005	袁世凯像壹圆	65271.jpg	65272.jpg	AU	55	1914
1211510011	袁世凯像壹圆	65273.jpg	65274.jpg	AU	58	1914
1211510087	四川省造卢比	65275.jpg	65276.jpg	AU	55	1906
1211510099	四川省造卢比	65277.jpg	65278.jpg	AU	55	1906
1211510101	四川省造卢比	65279.jpg	65280.jpg	AU	55	1906
1211510133	袁世凯像壹圆	65281.jpg	65282.jpg	AU	58	1914
1211510135	袁世凯像壹圆	65283.jpg	65284.jpg	AU	55	1914
1211510137	袁世凯像壹圆	65285.jpg	65286.jpg	AU	55	1921
1211510155	广东省造贰毫	65287.jpg	65288.jpg	AU	58	1920
1211510173	云南省造半圆	65289.jpg	65290.jpg	AU	58	1911
1211510175	袁世凯像壹圆	65291.jpg	65292.jpg	AU	55	1914
1211510185	袁世凯像壹圆	65293.jpg	65294.jpg	AU	55	1920
1211510189	开国纪念壹圆	65295.jpg	65296.jpg	AU	55	1927
1211510217	袁世凯像壹圆	65297.jpg	65298.jpg	AU	55	1914
1211510219	袁世凯像壹圆	65299.jpg	65300.jpg	AU	55	1914
1211510221	袁世凯像壹圆	65301.jpg	65302.jpg	AU	55	1914
1211510223	孙中山像壹圆	65303.jpg	65304.jpg	AU	55	1934
1211510229	袁世凯像壹圆	65305.jpg	65306.jpg	AU	58	1914
1211510231	袁世凯像壹圆	65307.jpg	65308.jpg	MS	60	1914
1211510233	孙中山像壹圆	65309.jpg	65310.jpg	MS	60	1934
1211510239	袁世凯像壹圆	65311.jpg	65312.jpg	AU	58	1914
1211510245	袁世凯像壹圆	65313.jpg	65314.jpg	AU	58	1914
1211510247	袁世凯像壹圆	65315.jpg	65316.jpg	AU	58	1914
1211510249	袁世凯像壹圆	65317.jpg	65318.jpg	AU	55	1914
1211510253	袁世凯像壹圆	65319.jpg	65320.jpg	AU	58	1914
1211510255	袁世凯像壹圆	65321.jpg	65322.jpg	AU	58	1920
1211510257	袁世凯像壹圆	65323.jpg	65324.jpg	AU	58	1914
1211510259	袁世凯像壹圆	65325.jpg	65326.jpg	AU	58	1914
1211510371	袁世凯像壹圆	65327.jpg	65328.jpg	AU	55	1914
1211510373	孙中山像壹圆	65329.jpg	65330.jpg	AU	55	1934
1211510403	四川银币壹圆	65331.jpg	65332.jpg	AU	55	1912
1211510405	四川银币壹圆	65333.jpg	65334.jpg	AU	55	1912
1211510457	开国纪念壹圆	65335.jpg	65336.jpg	AU	58	1927
1211510471	孙中山像壹毫	65337.jpg	65338.jpg	AU	58	1929
1211510473	袁世凯像壹圆	65339.jpg	65340.jpg	AU	55	1914
1211510475	袁世凯像壹圆	65341.jpg	65342.jpg	AU	55	1921
1211510477	袁世凯像壹圆	65343.jpg	65344.jpg	AU	55	1920
1211510479	袁世凯像壹圆	65345.jpg	65346.jpg	AU	55	1920
1211510481	袁世凯像壹圆	65347.jpg	65348.jpg	AU	55	1914
1211510483	袁世凯像壹圆	65349.jpg	65350.jpg	AU	55	1914
1211510485	袁世凯像壹圆	65351.jpg	65352.jpg	AU	55	1914
1211510487	袁世凯像壹圆	65353.jpg	65354.jpg	AU	55	1914
1211510489	袁世凯像壹圆	65355.jpg	65356.jpg	AU	55	1914
1211510491	袁世凯像壹圆	65357.jpg	65358.jpg	AU	55	1914
1211510495	袁世凯像壹圆	65359.jpg	65360.jpg	AU	55	1914
1211510497	袁世凯像壹圆	65361.jpg	65362.jpg	AU	55	1914
1211510499	袁世凯像壹圆	65363.jpg	65364.jpg	AU	55	1914
1211510501	袁世凯像壹圆	65365.jpg	65366.jpg	AU	55	1914
1211510503	袁世凯像壹圆	65367.jpg	65368.jpg	AU	55	1914
1211510505	袁世凯像壹圆	65369.jpg	65370.jpg	AU	55	1921
1211510507	袁世凯像壹圆	65371.jpg	65372.jpg	AU	55	1921
1211510509	孙中山像壹圆	65373.jpg	65374.jpg	AU	55	1934
1211510511	孙中山像壹圆	65375.jpg	65376.jpg	AU	55	1934
1211510513	孙中山像壹圆	65377.jpg	65378.jpg	AU	55	1934
1211510515	孙中山像壹圆	65379.jpg	65380.jpg	AU	55	1934
1211510545	孙中山像壹圆	65381.jpg	65382.jpg	AU	58	1934
1211510827	孙中山像壹圆	65383.jpg	65384.jpg	AU	58	1934
1211510857	奉天省造二角	65385.jpg	65386.jpg	AU	58	1904
1211510869	福建省造二角	65389.jpg	65390.jpg	AU	58	1928
1211510871	福建省造二角	65391.jpg	65392.jpg	AU	58	1928
1211510873	福建中华二角	65393.jpg	65394.jpg	AU	58	1923
1211510875	云南省造贰角	65395.jpg	65396.jpg	AU	58	1932
1211510877	云南省造贰角	65397.jpg	65398.jpg	AU	58	1932
1211510879	云南省造贰角	65399.jpg	65400.jpg	AU	58	1932
1211510881	云南省造贰角	65401.jpg	65402.jpg	AU	55	1932
1211510883	奉天省造二角	65403.jpg	65404.jpg	AU	55	1904
1211510885	福建中华二角	65405.jpg	65406.jpg	AU	55	1923
1211510889	广西省造贰毫	65408.jpg	65409.jpg	AU	58	1927
1211510891	福建中华二角	65410.jpg	65411.jpg	AU	58	1923
1211510893	福建中华二角	65412.jpg	65413.jpg	AU	58	1923
1211510895	福建中华二角	65414.jpg	65415.jpg	AU	58	1923
1211510899	福建中华二角	65416.jpg	65417.jpg	AU	55	1923
1211510901	福建省造二角	65418.jpg	65419.jpg	AU	55	1924
1211510909	福建官局二角	65420.jpg	65421.jpg	AU	55	1902
1211510913	福建官局二角	65423.jpg	65424.jpg	AU	55	1902
1211510915	福建官局二角	65425.jpg	65426.jpg	AU	55	1902
1211510917	福建官局二角	65427.jpg	65428.jpg	AU	58	1902
1211511111	孙中山像壹圆	65429.jpg	65430.jpg	AU	55	1934
1211511193	福建官局二角	65431.jpg	65432.jpg	MS	60	1902
1211511195	广西省造贰毫	65433.jpg	65434.jpg	MS	60	1926
1211511197	孙中山像伍角	65435.jpg	65436.jpg	MS	60	1949
1211511287	吉林省造半圆	65437.jpg	65438.jpg	AU	55	1905
1211511293	孙中山像壹毫	65439.jpg	65440.jpg	AU	58	1929
1211511319	福建中华二角	65441.jpg	65442.jpg	AU	58	1923
1211511347	北洋局造一圆	65443.jpg	65444.jpg	AU	55	1908
1211511383	广东省造二角	65445.jpg	65446.jpg	AU	58	1909
1211511395	西藏章嘎嘎布	65447.jpg	65448.jpg	AU	58	1912-30
1211511397	西藏章嘎嘎布	65449.jpg	65450.jpg	AU	58	1912-30
1211511399	西藏章嘎嘎布	65451.jpg	65452.jpg	AU	58	1912-30
1211511469	广东省造贰毫	65453.jpg	65454.jpg	AU	58	1914
1211511473	广东省造贰毫	65455.jpg	65456.jpg	AU	58	1912
1211511475	广东省造贰毫	65457.jpg	65458.jpg	AU	58	1913
1211511477	广东省造贰毫	65459.jpg	65460.jpg	AU	58	1913
1211511479	广东省造贰毫	65461.jpg	65462.jpg	AU	58	1913
1211511569	广东省造贰毫	65463.jpg	65464.jpg	AU	55	1914
1211511571	广东省造贰毫	65465.jpg	65466.jpg	AU	55	1913
1211511573	广东省造贰毫	65467.jpg	65468.jpg	AU	55	1913
1211511575	广东省造贰毫	65469.jpg	65470.jpg	AU	55	1912
1211511577	广东省造贰毫	65471.jpg	65472.jpg	AU	55	1912
1211511581	广东省造贰毫	65474.jpg	65475.jpg	AU	55	1912
1211511583	广东省造贰毫	65476.jpg	65477.jpg	AU	55	1912
1211511617	袁世凯像壹圆	65478.jpg	65479.jpg	AU	58	1921
1211511623	袁世凯像贰角	65480.jpg	65481.jpg	AU	55	1916
1211511625	袁世凯像贰角	65482.jpg	65483.jpg	AU	55	1916
1211511627	袁世凯像贰角	65484.jpg	65485.jpg	AU	55	1916
1211511629	袁世凯像贰角	65486.jpg	65487.jpg	AU	55	1916
1211511631	袁世凯像贰角	65488.jpg	65489.jpg	AU	55	1916
1211511635	袁世凯像贰角	65490.jpg	65491.jpg	AU	55	1916
1211511637	袁世凯像贰角	65492.jpg	65493.jpg	AU	55	1916
1211511639	袁世凯像贰角	65494.jpg	65495.jpg	AU	55	1916
1211511641	袁世凯像贰角	65496.jpg	65497.jpg	AU	58	1916
1211511643	袁世凯像贰角	65498.jpg	65499.jpg	AU	58	1916
1211511645	袁世凯像贰角	65500.jpg	65501.jpg	AU	58	1916
1211511647	袁世凯像贰角	65502.jpg	65503.jpg	AU	58	1916
1211511649	袁世凯像贰角	65504.jpg	65505.jpg	AU	58	1916
1211511651	袁世凯像贰角	65506.jpg	65507.jpg	AU	58	1916
1211511653	袁世凯像贰角	65508.jpg	65509.jpg	AU	58	1916
1211511655	袁世凯像贰角	65510.jpg	65511.jpg	AU	58	1916
1211511657	袁世凯像贰角	65512.jpg	65513.jpg	AU	58	1914
1211511659	袁世凯像贰角	65514.jpg	65515.jpg	AU	58	1914
1211511661	袁世凯像贰角	65516.jpg	65517.jpg	AU	58	1914
1211511663	袁世凯像贰角	65518.jpg	65519.jpg	AU	58	1914
1211511665	袁世凯像贰角	65520.jpg	65521.jpg	AU	58	1914
1211511667	袁世凯像贰角	65522.jpg	65523.jpg	AU	58	1914
1211511669	袁世凯像贰角	65524.jpg	65525.jpg	AU	58	1914
1211511671	袁世凯像贰角	65526.jpg	65527.jpg	AU	55	1914
1211511673	袁世凯像贰角	65528.jpg	65529.jpg	AU	55	1914
